"subject","trial","Wgo","Wnogo"
4,1,0.384816583217135,0
4,2,-2.60495259252612,0
4,3,0.384816583217135,0
4,4,3.2687388832025,0
4,5,5.53503618119123,0
4,6,0.384816583217135,0
4,7,0.384816583217135,0
4,8,-2.77538814815873,0
4,9,7.33360014624993,0
4,10,0.384816583217135,0
4,11,8.77369327749107,0
4,12,-2.08646874376339,0
4,13,0.384816583217135,0
4,14,-4.55732328660854,0
4,15,9.93603406826887,0
4,16,0.384816583217135,0
4,17,0.384816583217135,0
4,18,10.8810049982883,0
4,19,1.18147421078315,-3.78642680330927
4,20,1.80769628271656,-6.75468529644183
4,21,0.384816583217135,0
4,22,-4.00791124332905,-3.78642680330927
4,23,-3.5710336435375,-6.75468529644183
4,24,1.50801182130258,-6.75468529644183
4,25,11.6543051012708,0
4,26,12.2908957398019,0
4,27,-5.71651941507415,-6.75468529644183
4,28,-7.41849909182869,-6.75468529644183
4,29,0.384816583217135,0
4,30,-7.98448103054784,-5.31848143427215
4,31,9.93386899248596,0
4,32,-1.71012717931691,-6.75468529644183
4,33,10.9897606347032,0
4,34,-4.22809454826484,-6.75468529644183
4,35,-3.22848074252354,-6.75468529644183
4,36,-0.350125372723436,3.61886425592594
4,37,-7.62497720217701,-8.01451536261184
4,38,-0.928421392974687,6.46345757416592
4,39,-8.93289105692352,-8.01451536261184
4,40,-2.47399010722856,-6.75468529644183
4,41,-1.89779953445682,-6.75468529644183
4,42,-1.38775235985572,8.72135250610565
4,43,11.8236986039746,0
4,44,12.4894421638031,0
4,45,13.0260161306915,0
4,46,-1.02076715824438,6.91053813575008
4,47,-1.45296890708346,-6.75468529644183
4,48,13.4621777806387,0
4,49,-9.5011757660248,-6.35903696795026
4,50,13.8194181363877,0
4,51,-0.739512331961149,5.52532680225593
4,52,-1.1060883575414,-6.75468529644183
4,53,14.114008884657,0
4,54,-9.9428858570982,-5.09124251484719
4,55,-1.256599454652,8.07274318989284
4,56,-1.664495417422,10.080143422393
4,57,-1.23557982241762,-5.31848143427215
4,58,-10.289601986592,-4.10975973346755
4,59,-10.5642166644954,-3.34230335301658
4,60,-3.92696455349836,-5.31848143427215
4,61,-1.98934857421727,11.6778103920002
4,62,-3.04269178490367,-5.31848143427215
4,63,-2.25030640916832,12.9607859808425
4,64,-2.46157407439215,13.9993609740821
4,65,14.35841910832,0
4,66,-2.36490693191691,-5.31848143427215
4,67,-2.63381975192854,14.8461915794482
4,68,-2.04020519030317,11.9223319941615
4,69,-10.7835276368057,-2.73666593797915
4,70,-2.31348134248634,13.2703787730769
4,71,11.6783877473839,0
4,72,-2.5292021938415,14.3333156628789
4,73,-1.83955763629996,-5.31848143427215
4,74,-4.41793513060931,-5.31848143427215
4,75,-3.44501060148129,-5.31848143427215
4,76,12.4669460621753,0
4,77,13.0786282178534,0
4,78,-2.69695291844586,-5.31848143427215
4,79,-10.1633457094066,-6.04110591931759
4,80,-2.70123035735617,15.1803781031329
4,81,-2.11537219683528,-5.31848143427215
4,82,-10.4767776778739,-4.83637279029122
4,83,-2.8396736806344,15.8618380606087
4,84,13.5588214895927,0
4,85,-11.214572106923,-4.83637279029122
4,86,13.9398892222249,0
4,87,-1.65859975105021,-5.31848143427215
4,88,-2.95200538999126,16.4147357053474
4,89,14.2452546830541,0
4,90,14.4921127621162,0
4,91,-11.5797796444398,-3.90608824327845
4,92,-1.29650064249446,-5.31848143427215
4,93,-11.8647229207496,-3.1798541552238
4,94,-3.99677245193116,-5.31848143427215
4,95,-3.04382339170437,16.8667386584107
4,96,-2.38443026276847,13.6199145082274
4,97,-11.2926635680631,-6.39366332869175
4,98,-11.641786909417,-5.11987705365405
4,99,-3.11578340254225,-5.31848143427215
4,100,-1.86866879559908,11.0834221322594
4,101,-2.43771652783955,-5.31848143427215
4,102,14.6932561067282,0
4,103,-1.46138027267699,9.0820891522808
4,104,-1.87188903223793,11.1076184682835
4,105,14.8583221909592,0
4,106,-1.90988352375721,-5.31848143427215
4,107,-11.9144081388755,-4.13629959096729
4,108,-12.1294577043536,-3.36844222325637
4,109,-12.3006684160205,-2.76295547094699
4,110,-1.49471749729464,-5.31848143427215
4,111,-11.6414726732034,-6.06754389152534
4,112,-11.9231247329526,-4.8627220011129
4,113,-12.1429883891843,-3.93204326066637
4,114,14.9946567284202,0
4,115,-2.1897059484787,12.6733422558425
4,116,-2.43840060828775,13.8971800279875
4,117,15.1079195401448,0
4,118,15.2025152730793,0
4,119,-2.63491156713733,14.8635129439609
4,120,-2.79157303208451,15.6335627075416
4,121,0.384816583217135,0
4,122,-5.01772345906515,0
4,123,0.384816583217135,0
4,124,-5.00723570178875,0
4,125,0.384816583217135,0
4,126,0.384816583217135,0
4,127,0.378430388560453,5.5111741481775
4,128,0.384816583217135,0
4,129,0.384816583217135,0
4,130,0.397986183507477,3.87575616093412
4,131,-4.9949998323108,0
4,132,0.406271155899549,2.74220834789608
4,133,-4.98295399252735,0
4,134,0.4084743373919,1.9519065426172
4,135,-4.97200162763193,0
4,136,5.91236975919855,1.9519065426172
4,137,0.384816583217135,0
4,138,-4.96247987221943,0
4,139,-4.95442887174994,0
4,140,5.88960453673796,0
4,141,-4.94774442313397,0
4,142,5.9027741370283,5.5111741481775
4,143,-5.0406341458177,-5.30416844886653
4,144,5.92422870971071,9.38693030911163
4,145,0.286444989801378,-5.30416844886653
4,146,9.79899358370976,1.9519065426172
4,147,7.05508197966564,1.9519065426172
4,148,0.296932747077774,-5.30416844886653
4,149,5.94788646388548,12.1291386570077
4,150,5.97703788100275,8.5698710514474
4,151,0.309168616555729,-5.30416844886653
4,152,10.6437206584754,1.9519065426172
4,153,-5.02568854656807,-3.83477885502629
4,154,-5.00984843772283,-2.78991188077174
4,155,0.321214456339173,-5.30416844886653
4,156,5.97794537180307,11.6029817930673
4,157,13.1868841815791,1.9519065426172
4,158,9.49520292915333,1.9519065426172
4,159,5.98733711405654,13.7433093183495
4,160,6.00640903158784,9.75189346242436
4,161,0.332166821234601,-5.30416844886653
4,162,0.341688576647099,-5.30416844886653
4,163,6.00007737834257,12.4731128794293
4,164,12.4114092360418,1.9519065426172
4,165,-4.99489975557587,-2.04229219835493
4,166,14.4747876029459,1.9519065426172
4,167,6.00419103196841,14.3871796864498
4,168,15.9436407223137,1.9519065426172
4,169,-4.98161521667284,-1.50407652019977
4,170,0.349739577116585,-5.30416844886653
4,171,6.01297570390076,15.7419572837917
4,172,0.356424025732556,-5.30416844886653
4,173,6.02966752439764,11.1956768426081
4,174,11.490814293164,1.9519065426172
4,175,13.8645944519352,1.9519065426172
4,176,0.361905896464584,-5.30416844886653
4,177,-5.03617630384447,-5.30416844886653
4,178,-4.97022243279903,-1.11427286212781
4,179,-4.96067130739598,-0.830281482705176
4,180,6.02030338176209,13.5225611052263
4,181,-3.55269471336054,-5.30416844886653
4,182,6.02132161496159,15.1546696533555
4,183,10.0343823762202,1.9519065426172
4,184,-3.63592759493483,-9.13894730389282
4,185,-2.56619484961284,-9.13894730389282
4,186,6.02723501249144,16.306624342025
4,187,7.33401889322978,1.9519065426172
4,188,-1.79351590436134,-9.13894730389282
4,189,-6.63477254835895,-9.13894730389282
4,190,6.03501230645064,17.1247503952524
4,191,-4.952784128339,-0.622174108212826
4,192,-4.94633751839288,-0.468802853826023
4,193,6.04304704812663,17.7093876161051
4,194,5.41910398225381,1.9519065426172
4,195,-4.94110518952282,-0.35513865822823
4,196,6.05054767441265,18.1297396692679
4,197,-4.74488544336444,-9.13894730389282
4,198,-3.38662027696673,-9.13894730389282
4,199,6.05717853242818,18.4338108505648
4,200,6.06285032143234,18.6550914583309
4,201,6.07398547865928,13.3059056820364
4,202,4.05329841525908,1.9519065426172
4,203,-4.93687849571195,-0.270440536112277
4,204,8.57832326317004,1.9519065426172
4,205,-2.40454002217579,-9.13894730389282
4,206,-1.69023597970562,-9.13894730389282
4,207,6.06473547042291,9.54942715225106
4,208,-4.93347470851763,-0.206989332475638
4,209,-1.16765931569325,-9.13894730389282
4,210,-0.783154354887666,-9.13894730389282
4,211,6.04009807138584,12.406726829896
4,212,6.03859645795753,8.885189836999
4,213,6.0198311685061,11.9143908334075
4,214,-0.498648916838804,-9.13894730389282
4,215,-4.93073876004927,-0.159207118453317
4,216,-4.92854173365895,-0.123041458991933
4,217,-5.02514952995972,-5.39970102252197
4,218,-0.28697603469141,-9.13894730389282
4,219,11.7604059840907,1.9519065426172
4,220,14.0112456451168,1.9519065426172
4,221,-0.128642379167467,-9.13894730389282
4,222,15.6126780654855,1.9519065426172
4,223,-5.01324538269194,-3.90928630622623
4,224,-4.99987130790884,-2.84827442939282
4,225,6.01643335320706,14.030161282015
4,226,-4.98690987074283,-2.08820081984075
4,227,6.02706601301289,10.0056044516277
4,228,16.7586881288743,1.9519065426172
4,229,17.5835191993292,1.9519065426172
4,230,-0.00958390735435304,-9.13894730389282
4,231,0.0804012357347182,-9.13894730389282
4,232,6.01507064740267,12.691792492194
4,233,0.148752762323974,-9.13894730389282
4,234,12.6757878368919,1.9519065426172
4,235,6.01531102442382,14.572440851293
4,236,-4.97522003276116,-1.54033587505752
4,237,9.22148555676076,1.9519065426172
4,238,-4.96510339304999,-1.14302389064046
4,239,12.2807574686418,1.9519065426172
4,240,-4.95657174027341,-0.85316576371412
6,1,0.0307919189337686,0
6,2,0.0307919189337686,0
6,3,0.0307919189337686,0
6,4,0.0307919189337686,0
6,5,0.0307919189337686,0
6,6,0.0307919189337686,0
6,7,0.0307919189337686,0
6,8,6.94276182523394,0
6,9,0.0307919189337686,0
6,10,0.0307919189337686,0
6,11,-0.35182298361826,-2.05943418059676
6,12,12.4143559113723,0
6,13,0.0307919189337686,0
6,14,0.0307919189337686,0
6,15,-0.270255265032568,-2.05943418059676
6,16,-0.206868796280337,-2.05943418059676
6,17,-2.41125716421501,0
6,18,16.7578044013966,0
6,19,1.27750761898974,5.6652542062442
6,20,-4.36535971916924,0
6,21,-4.22040553183131,0
6,22,-5.82148687388452,0
6,23,-0.15743844832161,-2.05943418059676
6,24,20.2151256648357,0
6,25,22.9744792907914,0
6,26,2.25086526744545,10.1634906439268
6,27,-2.56081070222046,-2.05943418059676
6,28,8.67805753274378,10.1634906439268
6,29,-2.83149678084568,-3.71248955158464
6,30,-6.0344268806422,-2.05943418059676
6,31,-4.6983044843072,-3.71248955158464
6,32,-4.86765011115684,-5.04377280779678
6,33,-5.82043475871322,-1.65305537098789
6,34,-5.65334845392068,-1.33128325621214
6,35,25.1825766942835,0
6,36,-3.89147658973174,-5.04377280779678
6,37,13.7742684280576,10.1634906439268
6,38,-5.5224481535658,-1.07561687125327
6,39,-5.80217914862715,-2.93122766826085
6,40,26.9541332445206,0
6,41,10.914285952982,10.1634906439268
6,42,28.3790914317441,0
6,43,29.5281584052436,0
6,44,15.5850881603598,10.1634906439268
6,45,-3.12029582829387,-5.04377280779678
6,46,23.5450943620795,0
6,47,-2.50895706058569,-5.04377280779678
6,48,-2.02271254506619,-5.04377280779678
6,49,-5.63949319906473,-2.36182788359907
6,50,-5.51195376289516,-1.90925765218341
6,51,-1.63471295032144,-5.04377280779678
6,52,-5.41163600902677,-1.54832433986413
6,53,-5.71509119822286,-3.31896183114478
6,54,-1.32413289264874,-5.04377280779678
6,55,25.7382522064057,0
6,56,27.4779405638176,0
6,57,12.3835345708288,10.1634906439268
6,58,-1.07476077998563,-5.04377280779678
6,59,28.8620731936011,0
6,60,-5.95347924287521,-4.74020327267012
6,61,-5.75877602975076,-3.82540082670742
6,62,-0.873932847507606,-5.04377280779678
6,63,-1.21898502728447,-6.11938967905005
6,64,9.86761414660281,10.1634906439268
6,65,14.7969921808702,10.1634906439268
6,66,29.9665600372283,0
6,67,11.7900762071635,10.1634906439268
6,68,30.8504440176088,0
6,69,31.5597929917106,0
